order_id,is_prepaid,city_tier,past_cod_rejections,order_value,item_category,address_text,address_completeness,order_hour,is_weekend,rejected
ORD01123,1,1,1,340.0,beauty,"Door No. 5, Church Street, Opposite Petrol Pump, Ranchi, 681988",100,20,0,0
ORD01124,1,2,3,860.0,accessories,"Plot No. 17, Station Road, Near City Hospital, Kanpur, 626781",100,0,1,0
ORD01125,1,3,0,590.0,fashion,"Door No. 5, Church Street, Lucknow, 143161",90,18,0,0
ORD01126,1,2,4,500.0,fashion,"Nehru Nagar, Opposite SBI Bank, Bhopal, 708901",73,4,0,0
ORD01127,0,2,0,840.0,accessories,"Plot No. 17, Ashok Vihar, Opposite Petrol Pump, Mumbai",77,1,0,0
ORD01128,0,1,1,570.0,accessories,"Flat 4B, Church Street, Jaipur",67,0,0,0
ORD01129,0,2,1,350.0,fashion,"23, Church Street, Opposite SBI Bank, Lucknow",77,15,0,0
ORD01130,0,3,4,3570.0,electronics,"Plot No. 17, Lake View Lane, Near Govt School, Pune",77,20,0,0
ORD01131,1,2,0,500.0,beauty,"Church Street, Near City Hospital, Pune, 446228",73,1,0,0
ORD01132,0,2,1,200.0,electronics,"Door No. 5, Gandhi Marg, Lucknow",67,3,0,0
ORD01133,0,1,0,400.0,accessories,"Door No. 5, Model Colony, Opposite Petrol Pump, Kanpur, 185437",100,2,0,0
ORD01134,0,1,0,310.0,fashion,"Flat 4B, Ashok Vihar, Indore",67,22,0,0
ORD01135,1,3,2,1090.0,fashion,"Door No. 5, Model Colony, Near Govt School, Nagpur",77,16,0,0
ORD01136,0,2,1,810.0,fashion,"Model Colony, Jaipur, 224251",63,14,0,0
ORD01137,1,2,1,840.0,fashion,"Plot No. 17, Model Colony, Behind Central Mall, Bhopal, 332792",100,9,0,0
ORD01138,0,1,0,530.0,fashion,"Sector 12, Kanpur, 279371",63,11,0,0
ORD01139,0,2,0,560.0,fashion,"Flat 4B, Ashok Vihar, Mirzapur, 621265",90,11,0,0
ORD01140,1,3,1,530.0,grocery,"Plot No. 17, MG Road, Kanpur, 432243",90,19,0,0
ORD01141,1,2,0,630.0,fashion,"23, Sector 12, Lucknow, 803889",90,6,1,0
ORD01142,0,1,0,1100.0,accessories,"MG Road, Near Govt School, Ranchi, 773164",73,9,0,0
ORD01143,1,2,4,810.0,electronics,"Plot No. 17, Nehru Nagar, Near City Hospital, Bhopal",77,4,1,1
ORD01144,1,3,0,900.0,beauty,"Door No. 5, Lake View Lane, Lucknow, 272335",90,19,0,0
ORD01145,0,2,1,900.0,fashion,"23, MG Road, Jaipur, 197516",90,19,1,0
ORD01146,1,3,0,1130.0,fashion,"Plot No. 17, Sector 12, Guwahati, 220632",90,10,1,0
ORD01147,1,2,0,790.0,home,"Flat 4B, Lake View Lane, Bhopal",67,1,1,0
ORD01148,1,3,0,820.0,home,"Nehru Nagar, Opposite Petrol Pump, Mirzapur, 806151",73,23,1,0
ORD01149,1,2,0,1360.0,grocery,"Plot No. 17, Station Road, Opposite SBI Bank, Mirzapur",77,15,0,0
ORD01150,1,1,0,450.0,grocery,"H.No. 8, Model Colony, Indore, 711725",90,11,0,1
ORD01151,1,2,0,400.0,beauty,"Park Street, Nagpur, 560226",63,15,0,0
ORD01152,1,1,0,330.0,electronics,"Door No. 5, Sector 12, Near Water Tank, Mirzapur, 718999",100,3,0,0
ORD01153,1,3,0,740.0,accessories,"Door No. 5, Park Street, Nagpur",67,1,1,0
ORD01154,1,3,0,220.0,beauty,"Ashok Vihar, Nagpur, 584972",63,9,0,1
ORD01155,1,2,0,880.0,accessories,"Door No. 5, Church Street, Ranchi",67,12,1,0
ORD01156,1,2,0,620.0,grocery,"23, Ashok Vihar, Indore, 834268",90,22,0,0
ORD01157,0,1,3,1310.0,fashion,"Plot No. 17, Nehru Nagar, Indore, 332369",90,18,0,0
ORD01158,1,3,1,440.0,electronics,"Door No. 5, Gandhi Marg, Near City Hospital, Indore, 532757",100,14,1,0
ORD01159,1,2,1,590.0,home,"23, Sector 12, Lucknow, 401749",90,22,0,0
ORD01160,0,1,0,1300.0,beauty,"Flat 4B, Gandhi Marg, Near Water Tank, Mirzapur, 625224",100,0,0,1
ORD01161,1,2,3,1530.0,home,"Door No. 5, Church Street, Nagpur, 606342",90,16,0,0
ORD01162,0,1,1,440.0,grocery,"Flat 4B, Park Street, Near Govt School, Bhopal, 497561",100,19,1,0
ORD01163,0,2,2,740.0,fashion,"Flat 4B, Park Street, Bhopal, 488054",90,3,1,0
ORD01164,1,2,0,790.0,fashion,"Plot No. 17, Ashok Vihar, Patna",67,19,1,0
ORD01165,0,1,4,830.0,fashion,"Flat 4B, Ashok Vihar, Bhopal",67,8,0,1
ORD01166,1,3,2,570.0,home,"Door No. 5, Ashok Vihar, Opposite Petrol Pump, Pune, 714839",100,5,0,0
ORD01167,1,1,2,1430.0,beauty,"Plot No. 17, Lake View Lane, Behind Central Mall, Guwahati, 252867",100,2,0,0
ORD01168,0,1,0,210.0,electronics,"Flat 4B, Station Road, Behind Central Mall, Pune, 662190",100,21,0,0
ORD01169,0,1,0,520.0,beauty,"Door No. 5, Church Street, Ranchi, 535523",90,1,0,0
ORD01170,0,3,0,870.0,fashion,"23, Park Street, Nagpur, 117555",90,17,0,0
ORD01171,1,2,0,880.0,fashion,"Door No. 5, Model Colony, Pune, 582723",90,22,0,0
ORD01172,1,2,2,1500.0,beauty,"Door No. 5, Gandhi Marg, Bhopal, 598596",90,18,0,0
ORD01173,1,1,0,1370.0,electronics,"Flat 4B, Lake View Lane, Nagpur, 850109",90,6,0,0
ORD01174,0,1,0,560.0,beauty,"Plot No. 17, Church Street, Opposite Petrol Pump, Guwahati, 824972",100,2,0,0
ORD01175,1,2,0,1450.0,grocery,"Door No. 5, Nehru Nagar, Patna, 211381",90,17,0,0
ORD01176,0,3,0,430.0,accessories,"Flat 4B, Church Street, Near Govt School, Lucknow, 504220",100,19,0,0
ORD01177,1,3,0,1160.0,fashion,"H.No. 8, Church Street, Patna, 380146",90,19,0,0
ORD01178,0,1,2,1970.0,electronics,"Door No. 5, Model Colony, Mumbai, 518691",90,18,1,1
ORD01179,1,2,1,1380.0,beauty,"H.No. 8, Model Colony, Near Govt School, Mumbai, 638996",100,8,0,0
ORD01180,0,3,0,710.0,grocery,"Sector 12, Guwahati",40,15,1,1
ORD01181,1,2,0,550.0,grocery,"Flat 4B, Ashok Vihar, Opposite Petrol Pump, Mumbai, 652597",100,5,0,0
ORD01182,0,3,0,270.0,fashion,"Model Colony, Opposite Petrol Pump, Ranchi",50,20,0,0
ORD01183,1,1,0,800.0,fashion,"H.No. 8, Model Colony, Near Govt School, Kanpur, 539627",100,11,0,0
ORD01184,1,3,1,340.0,home,"23, MG Road, Behind Central Mall, Bhopal, 475676",100,5,0,0
ORD01185,0,3,1,410.0,beauty,"H.No. 8, Lake View Lane, Lucknow",67,12,0,0
ORD01186,1,3,1,330.0,electronics,"H.No. 8, Station Road, Kanpur, 704345",90,23,0,0
ORD01187,1,2,1,500.0,fashion,"Flat 4B, MG Road, Behind Central Mall, Pune, 657216",100,4,1,0
ORD01188,0,2,0,650.0,beauty,"Plot No. 17, Ashok Vihar, Ranchi, 611070",90,12,0,0
ORD01189,0,3,4,780.0,fashion,"Church Street, Jaipur",40,19,0,1
ORD01190,1,1,2,460.0,fashion,"H.No. 8, Lake View Lane, Pune, 468835",90,6,0,0
ORD01191,0,2,3,1260.0,fashion,"Plot No. 17, Model Colony, Kanpur, 397457",90,11,0,1
ORD01192,1,2,0,590.0,electronics,"Door No. 5, Model Colony, Behind Central Mall, Mumbai",77,20,1,0
ORD01193,0,3,3,410.0,home,"Flat 4B, MG Road, Mirzapur, 772324",90,3,0,1
ORD01194,1,3,2,760.0,electronics,"Plot No. 17, Lake View Lane, Bhopal, 318131",90,4,0,0
ORD01195,0,1,2,2160.0,fashion,"Flat 4B, Station Road, Mirzapur",67,15,0,0
ORD01196,1,3,0,810.0,fashion,"Door No. 5, Ashok Vihar, Kanpur, 513682",90,3,0,0
ORD01197,1,2,1,540.0,fashion,"Door No. 5, MG Road, Near Water Tank, Mirzapur, 595651",100,7,0,0
ORD01198,1,1,4,270.0,beauty,"Flat 4B, Church Street, Near Govt School, Bhopal",77,15,0,1
ORD01199,1,2,1,580.0,fashion,"Plot No. 17, Church Street, Mumbai",67,7,1,0
ORD01200,0,1,1,770.0,home,"H.No. 8, Lake View Lane, Patna, 757658",90,16,0,0
ORD01201,1,2,4,530.0,fashion,"Gandhi Marg, Ranchi, 258935",63,13,0,0
ORD01202,0,3,0,240.0,fashion,"Door No. 5, Model Colony, Jaipur, 530727",90,11,1,0
ORD01203,0,2,1,400.0,fashion,"Door No. 5, Nehru Nagar, Opposite Petrol Pump, Pune, 671742",100,2,0,0
ORD01204,0,2,0,1590.0,fashion,"Flat 4B, Park Street, Mirzapur, 675292",90,19,0,0
ORD01205,0,3,3,1570.0,beauty,"23, Park Street, Bhopal",67,1,1,1
ORD01206,1,2,0,390.0,electronics,"H.No. 8, Sector 12, Near Water Tank, Bhopal, 625890",100,12,0,0
ORD01207,1,3,0,1000.0,grocery,"Sector 12, Opposite Petrol Pump, Bhopal, 400394",73,20,0,0
ORD01208,0,2,1,330.0,fashion,"H.No. 8, Gandhi Marg, Near City Hospital, Guwahati, 330128",100,10,0,0
ORD01209,0,3,2,1540.0,fashion,"H.No. 8, Model Colony, Near City Hospital, Nagpur",77,23,1,0
ORD01210,1,1,1,770.0,electronics,"H.No. 8, Lake View Lane, Mumbai, 635866",90,11,0,0
ORD01211,0,3,3,1180.0,grocery,"Station Road, Kanpur, 136315",63,17,1,1
ORD01212,0,1,4,240.0,electronics,"Door No. 5, Nehru Nagar, Ranchi",67,8,0,1
ORD01213,0,2,0,1000.0,electronics,"H.No. 8, Gandhi Marg, Guwahati, 773248",90,6,0,0
ORD01214,1,3,0,660.0,electronics,"H.No. 8, Ashok Vihar, Jaipur, 420782",90,5,0,0
ORD01215,1,2,0,1110.0,fashion,"23, Gandhi Marg, Near Govt School, Patna",77,23,0,0
ORD01216,0,2,0,1150.0,accessories,"Door No. 5, Station Road, Near City Hospital, Guwahati, 221065",100,13,1,0
ORD01217,0,2,0,690.0,home,"Door No. 5, Lake View Lane, Nagpur, 464416",90,17,1,0
ORD01218,1,2,3,460.0,grocery,"Plot No. 17, MG Road, Mumbai",67,13,0,0
ORD01219,1,1,2,1060.0,beauty,"23, Nehru Nagar, Opposite SBI Bank, Mumbai, 449197",100,4,0,0
ORD01220,0,1,0,640.0,home,"H.No. 8, Lake View Lane, Lucknow",67,19,0,0
ORD01221,1,1,0,390.0,fashion,"23, Gandhi Marg, Mumbai, 132974",90,23,0,0
ORD01222,0,2,1,380.0,beauty,"Flat 4B, Church Street, Near Govt School, Patna",77,12,0,0
ORD01223,0,1,0,270.0,fashion,"Door No. 5, Park Street, Lucknow",67,0,1,0
ORD01224,1,2,0,490.0,electronics,"Plot No. 17, Lake View Lane, Indore, 535243",90,11,0,0
ORD01225,0,2,3,1290.0,beauty,"23, Station Road, Mirzapur, 561251",90,18,0,1
ORD01226,1,1,3,740.0,grocery,"Plot No. 17, Ashok Vihar, Near City Hospital, Bhopal, 440260",100,9,1,0
ORD01227,0,2,0,480.0,beauty,"Door No. 5, Sector 12, Opposite SBI Bank, Indore",77,23,0,0
ORD01228,0,3,3,1080.0,beauty,"Plot No. 17, Station Road, Behind Central Mall, Mirzapur, 204092",100,4,1,1
ORD01229,1,1,0,400.0,fashion,"Lake View Lane, Ranchi, 635175",63,19,1,0
ORD01230,0,2,1,700.0,electronics,"Ashok Vihar, Near Water Tank, Mumbai",50,5,0,1
ORD01231,1,2,0,600.0,fashion,"H.No. 8, Station Road, Near Water Tank, Ranchi, 301651",100,11,0,0
ORD01232,0,2,0,1060.0,beauty,"Gandhi Marg, Mumbai, 834376",63,20,0,0
ORD01233,0,2,3,260.0,accessories,"Flat 4B, Gandhi Marg, Nagpur, 282243",90,2,1,1
ORD01234,0,2,0,400.0,fashion,"H.No. 8, MG Road, Opposite SBI Bank, Guwahati",77,13,0,0
ORD01235,1,2,1,250.0,fashion,"H.No. 8, Station Road, Opposite SBI Bank, Indore, 820515",100,20,1,0
ORD01236,0,1,0,570.0,electronics,"Flat 4B, Church Street, Opposite Petrol Pump, Mumbai",77,3,0,0
ORD01237,1,2,0,1380.0,accessories,"H.No. 8, Sector 12, Guwahati, 412636",90,16,0,0
ORD01238,0,2,0,490.0,home,"H.No. 8, Station Road, Behind Central Mall, Jaipur, 340872",100,16,1,0
ORD01239,1,1,0,490.0,fashion,"Flat 4B, Sector 12, Bhopal, 131834",90,13,0,0
ORD01240,0,2,1,1120.0,accessories,"Door No. 5, Model Colony, Jaipur",67,14,1,1
ORD01241,1,3,0,1260.0,grocery,"Plot No. 17, Church Street, Opposite SBI Bank, Kanpur",77,6,0,0
ORD01242,1,2,1,630.0,fashion,"Door No. 5, Church Street, Near City Hospital, Pune, 679534",100,3,0,0
ORD01243,1,2,1,1000.0,accessories,"Nehru Nagar, Opposite SBI Bank, Mumbai, 183454",73,16,0,0
ORD01244,1,3,1,350.0,electronics,"H.No. 8, Nehru Nagar, Opposite Petrol Pump, Nagpur, 706259",100,5,1,0
ORD01245,1,2,0,1520.0,electronics,"Door No. 5, Lake View Lane, Near Water Tank, Jaipur",77,10,1,0
ORD01246,1,2,3,2410.0,electronics,"H.No. 8, Model Colony, Patna, 779631",90,11,1,0
ORD01247,0,3,0,910.0,grocery,"Door No. 5, Church Street, Behind Central Mall, Indore, 688919",100,14,0,0
ORD01248,0,3,0,200.0,beauty,"Door No. 5, Church Street, Opposite Petrol Pump, Lucknow, 147861",100,11,0,0
ORD01249,1,2,0,480.0,fashion,"H.No. 8, MG Road, Lucknow, 469181",90,10,0,0
ORD01250,1,2,0,960.0,accessories,"23, Gandhi Marg, Guwahati",67,16,0,0
ORD01251,1,2,0,520.0,fashion,"H.No. 8, Gandhi Marg, Indore",67,7,1,0
ORD01252,0,3,1,1430.0,beauty,"H.No. 8, Park Street, Opposite Petrol Pump, Ranchi, 190431",100,11,1,0
ORD01253,0,2,0,950.0,beauty,"Ashok Vihar, Near City Hospital, Lucknow",50,8,0,0
ORD01254,0,1,0,440.0,fashion,"Church Street, Near City Hospital, Mumbai, 653928",73,10,1,0
ORD01255,1,3,2,680.0,fashion,"Door No. 5, Station Road, Mirzapur, 222542",90,2,1,0
ORD01256,0,2,0,390.0,accessories,"Flat 4B, Gandhi Marg, Near City Hospital, Lucknow, 697715",100,6,1,0
ORD01257,0,1,0,600.0,electronics,"Flat 4B, Gandhi Marg, Near City Hospital, Bhopal",77,20,0,1
ORD01258,0,2,0,480.0,beauty,"23, Model Colony, Mumbai",67,2,1,0
ORD01259,0,2,2,1350.0,home,"H.No. 8, Church Street, Behind Central Mall, Ranchi, 824269",100,20,0,0
ORD01260,1,3,0,2370.0,beauty,"Plot No. 17, Ashok Vihar, Patna, 544139",90,15,0,0
ORD01261,0,1,0,280.0,electronics,"H.No. 8, Sector 12, Opposite Petrol Pump, Mirzapur, 782481",100,9,0,0
ORD01262,1,3,0,210.0,fashion,"H.No. 8, Gandhi Marg, Near Govt School, Nagpur, 112668",100,22,0,0
ORD01263,0,2,1,570.0,electronics,"23, Model Colony, Near City Hospital, Pune, 634925",100,6,0,0
ORD01264,0,1,1,270.0,accessories,"23, Nehru Nagar, Patna, 757208",90,23,0,0
ORD01265,0,3,2,680.0,electronics,"Flat 4B, Gandhi Marg, Bhopal, 468755",90,19,1,1
ORD01266,0,2,0,1040.0,fashion,"23, Model Colony, Near City Hospital, Mirzapur, 212014",100,14,0,0
ORD01267,0,1,0,1630.0,accessories,"Park Street, Ranchi, 630359",63,20,0,1
ORD01268,0,2,0,750.0,grocery,"Door No. 5, Nehru Nagar, Guwahati, 771349",90,20,0,0
ORD01269,1,3,0,590.0,fashion,"Church Street, Pune, 640795",63,9,0,0
ORD01270,0,2,0,200.0,accessories,"Door No. 5, Church Street, Jaipur, 157572",90,11,0,0
ORD01271,1,1,0,680.0,beauty,"23, Station Road, Behind Central Mall, Mirzapur, 374461",100,17,0,0
ORD01272,1,1,0,690.0,fashion,"MG Road, Behind Central Mall, Bhopal, 189859",73,22,1,0
ORD01273,1,1,1,980.0,fashion,"Door No. 5, Ashok Vihar, Near Water Tank, Jaipur, 261475",100,22,1,0
ORD01274,0,3,0,430.0,beauty,"Plot No. 17, Model Colony, Behind Central Mall, Indore, 335041",100,8,0,0
ORD01275,0,2,1,510.0,grocery,"Plot No. 17, Sector 12, Indore, 849511",90,8,0,0
ORD01276,0,1,0,270.0,fashion,"H.No. 8, Lake View Lane, Pune, 162473",90,3,0,1
ORD01277,0,1,0,200.0,fashion,"Flat 4B, Park Street, Opposite SBI Bank, Guwahati, 649735",100,4,0,0
ORD01278,1,2,0,340.0,electronics,"Flat 4B, Ashok Vihar, Bhopal",67,6,0,0
ORD01279,0,3,0,260.0,home,"Plot No. 17, Sector 12, Kanpur, 170235",90,6,1,0
ORD01280,0,2,0,810.0,fashion,"H.No. 8, MG Road, Opposite SBI Bank, Mirzapur, 767607",100,10,0,1
ORD01281,1,3,0,490.0,fashion,"H.No. 8, Model Colony, Jaipur",67,9,1,0
ORD01282,1,2,4,480.0,beauty,"Ashok Vihar, Ranchi",40,10,0,0
ORD01283,1,1,1,370.0,grocery,"Flat 4B, Sector 12, Lucknow, 465928",90,23,0,0
ORD01284,0,3,0,200.0,home,"MG Road, Behind Central Mall, Lucknow",50,23,0,0
ORD01285,0,2,2,1640.0,electronics,"Plot No. 17, Model Colony, Nagpur, 147299",90,17,0,1
ORD01286,0,2,1,360.0,electronics,"Flat 4B, Nehru Nagar, Mumbai, 411931",90,11,0,1
ORD01287,0,3,1,520.0,electronics,"Plot No. 17, Church Street, Opposite Petrol Pump, Kanpur",77,15,0,0
ORD01288,0,1,2,280.0,accessories,"Plot No. 17, Park Street, Opposite SBI Bank, Mirzapur",77,3,0,0
ORD01289,0,1,0,1190.0,grocery,"Ashok Vihar, Bhopal, 291168",63,16,0,0
ORD01290,0,2,0,720.0,fashion,"Flat 4B, Model Colony, Nagpur",67,16,0,0
ORD01291,0,1,0,410.0,electronics,"H.No. 8, Gandhi Marg, Bhopal, 804186",90,20,0,0
ORD01292,0,1,0,530.0,home,"H.No. 8, Ashok Vihar, Lucknow",67,22,0,0
ORD01293,1,1,0,1820.0,beauty,"Station Road, Near Govt School, Kanpur, 563783",73,4,0,0
ORD01294,1,1,1,640.0,electronics,"23, Model Colony, Lucknow",67,12,0,0
ORD01295,1,3,4,600.0,grocery,"23, Station Road, Kanpur, 842957",90,2,0,0
ORD01296,0,1,3,380.0,grocery,"Ashok Vihar, Opposite SBI Bank, Indore, 431718",73,22,1,1
ORD01297,0,2,3,210.0,home,"23, Sector 12, Opposite Petrol Pump, Indore, 184254",100,16,1,0
ORD01298,0,2,2,600.0,accessories,"MG Road, Behind Central Mall, Patna, 236827",73,10,1,1
ORD01299,1,2,4,810.0,grocery,"H.No. 8, Gandhi Marg, Opposite Petrol Pump, Mirzapur, 355676",100,0,0,0
ORD01300,1,1,0,1290.0,grocery,"23, Ashok Vihar, Guwahati, 553043",90,17,0,0
ORD01301,0,3,0,200.0,accessories,"Plot No. 17, Station Road, Opposite SBI Bank, Mirzapur, 507082",100,16,1,0
ORD01302,1,1,0,340.0,fashion,"23, Station Road, Pune, 528850",90,8,0,0
ORD01303,0,3,2,470.0,fashion,"H.No. 8, Station Road, Mumbai, 116550",90,19,0,1
ORD01304,0,3,0,660.0,accessories,"Door No. 5, Church Street, Near Water Tank, Mumbai, 724803",100,6,0,0
ORD01305,1,2,1,610.0,grocery,"23, Gandhi Marg, Pune",67,4,0,0
ORD01306,1,2,0,620.0,accessories,"Flat 4B, Park Street, Mirzapur, 493252",90,15,0,0
ORD01307,1,2,0,850.0,fashion,"H.No. 8, Nehru Nagar, Opposite Petrol Pump, Mirzapur, 559830",100,6,0,0
ORD01308,1,2,1,390.0,beauty,"Door No. 5, Nehru Nagar, Near Water Tank, Nagpur, 253542",100,12,0,0
ORD01309,0,3,0,1170.0,fashion,"23, Gandhi Marg, Near Govt School, Guwahati, 435267",100,12,1,0
ORD01310,1,3,0,860.0,home,"Flat 4B, Station Road, Opposite Petrol Pump, Lucknow, 764391",100,14,0,0
ORD01311,0,2,0,550.0,fashion,"Gandhi Marg, Jaipur",40,22,0,0
ORD01312,1,2,0,1740.0,fashion,"H.No. 8, Ashok Vihar, Behind Central Mall, Nagpur, 490521",100,16,1,0
ORD01313,0,3,1,1690.0,fashion,"23, Sector 12, Near Water Tank, Guwahati, 621466",100,16,0,0
ORD01314,1,3,0,1160.0,beauty,"Flat 4B, Sector 12, Bhopal, 574833",90,18,1,0
ORD01315,0,2,1,200.0,electronics,"Plot No. 17, Lake View Lane, Near City Hospital, Guwahati, 851483",100,9,0,0
ORD01316,1,2,0,1720.0,fashion,"Plot No. 17, Model Colony, Opposite Petrol Pump, Indore",77,1,0,0
ORD01317,0,1,2,1070.0,electronics,"Nehru Nagar, Patna",40,13,1,1
ORD01318,1,3,0,2220.0,fashion,"Flat 4B, Gandhi Marg, Lucknow, 341268",90,22,0,0
ORD01319,0,1,1,1400.0,accessories,"Flat 4B, MG Road, Indore, 543638",90,2,0,0
ORD01320,0,2,1,1710.0,electronics,"H.No. 8, Church Street, Mumbai, 325733",90,6,0,1
ORD01321,0,1,0,1130.0,electronics,"H.No. 8, Model Colony, Indore, 181047",90,10,0,0
ORD01322,0,1,3,1490.0,grocery,"23, Park Street, Near City Hospital, Nagpur, 805521",100,16,1,1
ORD01323,1,2,1,2200.0,beauty,"H.No. 8, Ashok Vihar, Lucknow",67,14,0,0
ORD01324,0,3,0,760.0,beauty,"Plot No. 17, Model Colony, Lucknow",67,18,0,0
ORD01325,1,1,0,260.0,beauty,"Door No. 5, Ashok Vihar, Pune",67,10,1,0
ORD01326,0,2,4,550.0,accessories,"H.No. 8, Church Street, Opposite Petrol Pump, Mumbai, 408617",100,14,0,1
ORD01327,0,1,2,840.0,fashion,"H.No. 8, Station Road, Mirzapur, 677588",90,14,1,0
ORD01328,1,1,0,700.0,accessories,"Door No. 5, Ashok Vihar, Opposite SBI Bank, Ranchi, 680706",100,5,0,0
ORD01329,1,2,0,310.0,grocery,"23, Model Colony, Near Water Tank, Indore, 747776",100,14,0,0
ORD01330,0,2,2,250.0,home,"Flat 4B, MG Road, Near Water Tank, Indore, 610281",100,8,0,1
ORD01331,1,1,1,430.0,beauty,"H.No. 8, Gandhi Marg, Nagpur, 576395",90,4,1,0
ORD01332,1,2,2,1080.0,beauty,"23, MG Road, Mirzapur",67,18,0,0
ORD01333,0,1,0,1720.0,fashion,"Door No. 5, Gandhi Marg, Kanpur, 395729",90,23,0,0
ORD01334,1,2,1,1150.0,fashion,"Door No. 5, Gandhi Marg, Nagpur, 444167",90,4,0,0
ORD01335,1,3,0,1250.0,accessories,"Sector 12, Mirzapur, 695808",63,21,0,0
ORD01336,1,3,0,630.0,home,"Flat 4B, MG Road, Near Water Tank, Indore, 772565",100,12,0,0
ORD01337,0,2,1,230.0,electronics,"Flat 4B, Sector 12, Guwahati, 849751",90,17,1,0
ORD01338,1,2,4,510.0,grocery,"Model Colony, Ranchi",40,19,0,0
ORD01339,0,3,0,570.0,home,"Flat 4B, Gandhi Marg, Opposite SBI Bank, Mumbai",77,16,0,1
ORD01340,0,1,0,490.0,fashion,"Station Road, Indore",40,14,0,0
ORD01341,0,3,1,690.0,beauty,"Door No. 5, Nehru Nagar, Pune, 428615",90,13,0,0
ORD01342,0,3,0,870.0,beauty,"Door No. 5, Station Road, Near Govt School, Mirzapur",77,15,1,0
ORD01343,1,1,2,1110.0,fashion,"Lake View Lane, Ranchi, 677342",63,3,0,0
ORD01344,1,1,2,560.0,accessories,"Lake View Lane, Indore, 244916",63,16,1,1
ORD01345,1,3,0,210.0,fashion,"H.No. 8, Ashok Vihar, Indore",67,19,0,0
ORD01346,0,2,5,500.0,electronics,"23, Station Road, Near City Hospital, Bhopal",77,13,1,1
ORD01347,0,1,2,680.0,fashion,"23, MG Road, Near Govt School, Ranchi, 144620",100,17,0,0
ORD01348,0,1,2,1390.0,beauty,"Plot No. 17, MG Road, Nagpur, 483347",90,5,1,0
ORD01349,1,2,1,470.0,electronics,"Door No. 5, Sector 12, Opposite SBI Bank, Kanpur, 422264",100,21,0,0
ORD01350,0,2,2,900.0,electronics,"Door No. 5, Sector 12, Jaipur, 388193",90,7,1,0
ORD01351,1,2,0,790.0,grocery,"Flat 4B, Station Road, Mirzapur, 610015",90,8,0,0
ORD01352,1,3,0,680.0,fashion,"Plot No. 17, Gandhi Marg, Opposite Petrol Pump, Nagpur, 850624",100,23,0,0
ORD01353,0,1,3,1160.0,grocery,"Plot No. 17, Station Road, Mumbai",67,0,0,0
ORD01354,1,2,0,450.0,home,"Flat 4B, Church Street, Kanpur, 127817",90,12,1,0
ORD01355,0,2,0,470.0,accessories,"H.No. 8, MG Road, Indore",67,2,0,0
ORD01356,1,2,2,660.0,home,"Flat 4B, Station Road, Behind Central Mall, Kanpur",77,5,1,0
ORD01357,1,1,2,450.0,fashion,"23, Lake View Lane, Behind Central Mall, Indore, 134759",100,16,0,0
ORD01358,0,3,0,900.0,fashion,"Station Road, Behind Central Mall, Patna",50,7,1,0
ORD01359,0,3,2,430.0,accessories,"Door No. 5, Sector 12, Near City Hospital, Patna, 379937",100,5,0,0
ORD01360,1,2,1,760.0,grocery,"23, Park Street, Opposite SBI Bank, Mirzapur, 614381",100,15,0,0
ORD01361,1,2,0,630.0,electronics,"H.No. 8, Station Road, Near Govt School, Nagpur, 622982",100,0,0,0
ORD01362,0,1,2,760.0,beauty,"Door No. 5, Lake View Lane, Lucknow",67,9,0,0
ORD01363,1,2,0,500.0,electronics,"Door No. 5, Gandhi Marg, Opposite SBI Bank, Kanpur",77,17,0,0
ORD01364,1,2,0,540.0,accessories,"Door No. 5, Lake View Lane, Behind Central Mall, Nagpur, 496446",100,21,0,0
ORD01365,1,2,0,700.0,accessories,"Plot No. 17, Ashok Vihar, Opposite Petrol Pump, Mirzapur, 762900",100,13,1,0
ORD01366,0,3,0,750.0,accessories,"H.No. 8, Lake View Lane, Mirzapur",67,23,1,1
ORD01367,1,2,0,660.0,accessories,"Door No. 5, Ashok Vihar, Patna, 491306",90,4,0,0
ORD01368,1,2,2,1850.0,accessories,"23, MG Road, Behind Central Mall, Kanpur",77,16,0,0
ORD01369,0,3,2,370.0,fashion,"Plot No. 17, Sector 12, Near Water Tank, Guwahati, 423248",100,13,0,0
ORD01370,0,1,1,640.0,grocery,"Flat 4B, Church Street, Opposite Petrol Pump, Ranchi, 623969",100,17,0,0
ORD01371,1,2,2,260.0,beauty,"Door No. 5, Church Street, Behind Central Mall, Guwahati, 294575",100,3,0,0
ORD01372,0,2,0,830.0,accessories,"23, Sector 12, Near Govt School, Bhopal, 708249",100,19,1,0
ORD01373,1,2,0,340.0,home,"H.No. 8, Model Colony, Patna",67,22,1,0
ORD01374,0,3,3,560.0,fashion,"Door No. 5, Gandhi Marg, Mumbai",67,1,0,1
ORD01375,0,2,0,530.0,home,"Lake View Lane, Near City Hospital, Kanpur",50,6,0,0
ORD01376,1,3,0,790.0,beauty,"Ashok Vihar, Near City Hospital, Indore, 195567",73,6,0,0
ORD01377,0,2,1,480.0,fashion,"Door No. 5, Ashok Vihar, Near Water Tank, Indore, 158221",100,6,1,1
ORD01378,0,2,0,470.0,electronics,"23, Park Street, Ranchi, 286813",90,12,0,0
ORD01379,0,3,3,1570.0,home,"Plot No. 17, Church Street, Near City Hospital, Ranchi",77,18,0,1
